Sample,Acetanaerobacterium,Acetatifactor,Acetivibrio,Acetobacteroides,Acholeplasma,Achromobacter,Acidaminococcus,Acidovorax,Acinetobacter,Actinobacillus,Actinomyces,Actinomycetospora,Actinotignum,Adlercreutzia,Advenella,Aeromicrobium,Aeromonas,Aestuariispira,Aggregicoccus,Agromyces,Akkermansia,Alcanivorax,Alishewanella,Alistipes,Allisonella,Allobaculum,Alloprevotella,Anaerobacterium,Anaerocella,Anaerococcus,Anaerofilum,Anaerofustis,Anaeroplasma,Anaerostipes,Anaerotruncus,Anaerovibrio,Anaerovorax,Anoxybacillus,Aquabacterium,Aquicella,Arcobacter,Armatimonadetes_gp2,Armatimonadetes_gp5,Arthrobacter,Atopobium,Atopostipes,Aureimonas,Bacillus,Bacteroides,Barnesiella,Bdellovibrio,Bibersteinia,Bifidobacterium,Bilophila,Blastocatella,Blastococcus,Blautia,Bosea,Brachybacterium,Brachymonas,Bradyrhizobium,Brevibacillus,Brevibacterium,Brevinema,Brevundimonas,Brucella,Brumimicrobium,Bulleidia,Burkholderia,Butyricicoccus,Butyricimonas,Butyrivibrio,Campylobacter,Candidatus_Endomicrobium,Catonella,Caulobacter,Cellulosilyticum,Cellvibrio,Centipeda,Chelativorans,Chlamydophila,Christensenella,Chryseobacterium,Chryseolinea,Cloacibacillus,Clostridium_III,Clostridium_IV,Clostridium_XI,Clostridium_XVIII,Clostridium_XlVa,Clostridium_XlVb,Clostridium_sensu_stricto,Collinsella,Comamonas,Coprobacillus,Coprobacter,Coprococcus,Corynebacterium,Cupriavidus,Curvibacter,Defluviitalea,Deinococcus,Delftia,Denitrobacterium,Desulfobulbus,Desulfomicrobium,Desulfotomaculum,Desulfovibrio,Devosia,Dialister,Dietzia,Domibacillus,Dyella,Eggerthella,Eikenella,Elusimicrobium,Empedobacter,Enhydrobacter,Enterococcus,Erysipelothrix,Erythrobacter,Escherichia,Ethanoligenens,Eubacterium,Exiguobacterium,Faecalibacterium,Faecalicoccus,Faecalitalea,Fibrobacter,Flavitalea,Flavobacterium,Flavonifractor,Fluviicola,Fretibacterium,Fusicatenibacter,Fusobacterium,Gaiella,Gemella,Gemmatimonas,Gemmiger,Gemmobacter,Globicatella,Gordonibacter,Gp16,Gp2,Gp6,Gp7,GpI,GpIIa,Granulicatella,Guggenheimella,Haemophilus,Helicobacter,Herbaspirillum,Holdemania,Howardella,Hydrogenoanaerobacterium,Hydrogenophaga,Hydrotalea,Hymenobacter,Ignatzschineria,Intestinimonas,Jeotgalibaca,Kandleria,Klebsiella,Knoellia,Labilithrix,Lachnoanaerobaculum,Lachnobacterium,Lachnospira,Lachnospiracea_incertae_sedis,Lactobacillus,Lactococcus,Lactonifactor,Lawsonia,Leadbetterella,Leifsonia,Leptotrichia,Leucobacter,Limnobacter,Lysinibacillus,Lysobacter,Macromonas,Mannheimia,Marinospirillum,Massilia,Megamonas,Megasphaera,Mesorhizobium,Methylobacterium,Methylophilus,Microbacterium,Micromonospora,Mitsuokella,Mogibacterium,Moheibacter,Moraxella,Moryella,Mucilaginibacter,Mycobacterium,Mycoplasma,Myroides,Neisseria,Nesterenkonia,Nitrolancea,Nocardioides,Nocardiopsis,Novosphingobium,Nubsella,Oceanobacillus,Odoribacter,Ohtaekwangia,Oligosphaera,Olivibacter,Olsenella,Oribacterium,Oscillibacter,Paenalcaligenes,Paenibacillus,Paludibacter,Pandoraea,Parabacteroides,Paracoccus,Paraprevotella,Parasegetibacter,Parasutterella,Parcubacteria,Parvibacter,Parvimonas,Pedobacter,Pedomicrobium,Pelomonas,Peptococcus,Peptostreptococcus,Peredibacter,Petrimonas,Phascolarctobacterium,Phenylobacterium,Planomicrobium,Porphyromonas,Prevotella,Propionibacterium,Proteiniclasticum,Proteiniphilum,Providencia,Pseudobutyrivibrio,Pseudoflavonifractor,Pseudomonas,Pseudonocardia,Pseudoramibacter,Pseudoscardovia,Pseudoxanthomonas,Psychrobacter,Pyramidobacter,Ralstonia,Rheinheimera,Rhizobacter,Rhizobium,Rhodobacter,Rhodococcus,Rhodocytophaga,Rhodoferax,Rhodoluna,Romboutsia,Roseburia,Roseimicrobium,Roseomonas,Rothia,Rubellimicrobium,Ruminobacter,Ruminococcus,Ruminococcus2,SR1,Saccharibacteria,Saccharofermentans,Saccharopolyspora,Schwartzia,Sediminibacterium,Selenomonas,Senegalimassilia,Serratia,Sharpea,Shewanella,Skermanella,Slackia,Solibacillus,Solimonas,Soonwooa,Spartobacteria,Sphaerochaeta,Sphingobacterium,Sphingobium,Sphingomonas,Sphingopyxis,Sphingorhabdus,Spirochaeta,Sporobacter,Sporosarcina,Staphylococcus,Stenotrophomonas,Stomatobaculum,Streptococcus,Streptomyces,Succiniclasticum,Succinimonas,Succinivibrio,Sulfurospirillum,Suttonella,Synergistes,Syntrophococcus,Syntrophomonas,Tahibacter,Taibaiella,Taonella,Thauera,Thermicanus,Thermoactinomyces,Thiopseudomonas,Tissierella,Treponema,Trichococcus,Turicibacter,Unclassified,Undibacterium,Ureaplasma,Vagococcus,Vampirovibrio,Variovorax,Veillonella,Vibrio,Vibrionimonas,Victivallis,Vitreoscilla,WPS_2,Wandonia,Williamsia,Yersinia,Yimella
L3,0,0,0,0,0.009335,0,0,0.007779,0.079349,0,0.003112,0,0,0,0,0,0,0.021782,0,0.003112,0.021782,0.009335,0,0.126025,0,0,0,0,0,0,0.006223,0,0,0.004668,0,0.007779,0.004668,0,0.037341,0,0.021782,0,0.003112,0.004668,0.143139,0.001556,0,0.007779,0.829275,0.034229,0.001556,0,0.023338,0.006223,0,0,0.006223,0,0,0,0.009335,0,0,0,0.010891,0,0.003112,0.087128,0.034229,0.001556,0.023338,0.362516,1.781463,0,0,0.020226,0.003112,0,0,0,0.001556,0,0.003112,0,0,0.024894,0.057567,0.052899,0.001556,0.287835,0.034229,1.001976,0,0,0,0,0,0.004668,0,0.020226,0,0,0.021782,0,0,0,0,0.029561,0,0.001556,0,0,0,0,0,0.15403,0,0,0,0,0,0,0,0.244271,0,0.003112,0,0.034229,0.043564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003112,1.236911,0,0,0,0,0,0,0.004668,0,0,0,0,0,0,0,0,0.653463,0.003112,0,0,0,0,0.001556,0,0,0,0,0,0,0,0.001556,0.004668,0,0.031117,0,0.004668,0.003112,0.001556,0,0.009335,0.141584,0,0,0.004668,0,0.001556,0.863504,0,0,0,0,0,0,0.017114,0,0,0,0,0.110466,0,0.505656,0,0.140028,0,0,0,0,0.007779,0,0.048232,0,0,0,0,0,0,0,0,0.015559,0,0,0,0.084017,0.006223,0,0,0.572558,0,0,0.001556,0,0.007779,0,0.024894,0,0.138472,0,0,0,0.020226,0,0,0.003112,0,0,0.003112,0,0,0,0.157142,0.006223,0,0,0,0,0,0.423195,0.001556,0,0.423195,0.040452,0,0,0.029561,0,0.037341,0.028006,0.003112,0,0,0,0,0,0.006223,0,0.014003,0.001556,0,0.046676,0,0,0,0.003112,0,0,0,0,0.014003,0,0.073126,0,0.040452,0,0,0,0.037341,0,0,0,0,0,0,0,0.010891,0,0.084017,0,0.02645,16.772206,0.006223,70.461936,0,0.006223,0.007779,0,0,0.014003,0.048232,0,0,0,0,0.714141,0
L4,0,0,0,0,0.001662,0,0.006649,0,0.008311,0,0,0,0,0,0,0,0,0.073138,0,0.001662,0.011636,0,0,0.006649,0.241024,0.001662,0.001662,0,0,0,0,0,0,0,0,0.003324,0,0,0.001662,0,0,0,0,0,0.114694,0,0,0,0.109707,0.004987,0,0,0.009973,0,0,0,0.009973,0.001662,0,0,0.001662,0,0,0,0,0,0,0.231051,0.009973,0,0,2.466755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001662,0.009973,0.003324,0,0.031582,0.001662,0.001662,0,0,0,0,0.021609,0,0,0.003324,0.001662,0,0,0,0,0,0,0.689827,0,0,0,0,0,0,0,0.016622,0,0.001662,0,0,0,0.001662,0,1.442819,0,0.004987,0.003324,0.039894,0.01496,0,0,0,0,0.113032,0,0.004987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.00133,0,0,0,0,0,0,0.013298,0,0.194481,0,0,0,0,0,0.001662,0.290891,0.003324,0,0.001662,0,0,0,0,0,0,0,0,0,0,0,0.001662,0.001662,0.475399,0,0,0.003324,0.001662,0,0.380652,0.254322,0,0,0.257646,0,0,0,0,0,0,0,0,0,0.001662,0,0,0,0,0.413896,0.001662,2.765957,0,0.024934,0,0,0,0,0.001662,0,0,0,0.001662,0,0.018285,0,0,0,0.001662,0.009973,0,0,0,0.004987,0,0,0,23.540559,0,0,0,0,0,0.004987,0.001662,0,0.106383,0,0,0,1.773604,0,0,0,0,0,0,0,0,0,0.023271,0,0,0,0.001662,0,0.001662,0.275931,0,0,1.062168,0.036569,0,0.006649,0.001662,0.076463,0.098072,0.001662,0.026596,0,0,0,0,0,0,0,0.004987,0,0,0.004987,0,0,0,0,0,0,0.003324,0.004987,0.003324,0,3.129987,0,0.046543,0,0,0,0.011636,0,0,0,0,0,0,0,0,0,0.021609,0,0.001662,31.826795,0,9.88863,0,0.003324,0,0,0,0.001662,0.144614,0,0,0,0,0,0.003324
L5,0,0,0.002127,0,0,0,0,0,0.004253,0,0,0,0,0,0,0,0,0,0,0,1.216426,0,0,2.973013,0,0,0,0,0,0,0.153117,0,0.025519,0,0.057419,0,0.021266,0,0,0,0,0,0,0,0,0,0,0,4.051209,0.01914,0,0,0,0,0,0,0.046786,0,0,0,0,0,0,0,0,0,0,0.002127,0,0.316866,0.414691,0.004253,0.365778,0,0,0,0,0,0,0,0,0.00638,0,0,0,0.008506,0.089318,0.055292,0.027646,22.27208,1.167514,0.053165,0,0,0.038279,0.070178,0,0,0,0,0,0,0,0,0,0,0,0.574187,0,0,0,0,0,0,0,0.082938,0,0,0.059545,0.038279,0,0,0,1.039917,0,0.021266,0.191396,0,0.002127,0,0,4.002297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004253,0.027646,0,0,0,0.002127,0,0,0,0,0.014886,0,0,0.008506,0,0,0,0,0,0.002127,0.002127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034026,0,0,0,0.014886,0,0.929332,0,0,0.010633,0,0.108458,0,27.059099,0,0.112711,0,0,0,0,0,0,0.074432,0,0,0,0.682645,0,0,0.070178,0.650745,0,0,0,0,0,0.159496,0,0,0.00638,0,0,0,0.002127,0,0,0,0,0,0,0,0,0,0.065925,0.055292,0,0,0,0,0,0.116964,0,0,0.008506,0,0,0,0,0,0,0.002127,0,0,0,0,0,0,0,0,0.14461,0,0,0,0,0,0,0.004253,0,0,0,0,0.002127,0,0,0,0.065925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061672,0,0.00638,29.362227,0,0.025519,0,0,0,0,0,0,0.002127,0,0,0,0,0.580567,0
L6,0,0,0,0.009641,0.001607,0,0.008034,0.003214,0.059453,0,0,0,0,0,0,0,0,0.003214,0,0.008034,0.008034,0,0.003214,0.004821,0.041778,0,0.020889,0,0.154257,0,0.003214,0,0,0,0,0.077128,0,0,0.027316,0,0,0,0,0,0.098017,0,0,0.001607,0.986599,0.948035,0.001607,0.001607,0.004821,0,0,0,0,0.004821,0,0,0.009641,0,0,0,0.017675,0.003214,0,0.178359,0.099624,0,0.004821,1.267796,0.019282,0.003214,0,0.014462,0,0,0,0.004821,0,0,0.008034,0,0,0.003214,0.006427,0.027316,0.004821,0.12212,0.016068,0.001607,0,0.001607,0,0,0.003214,0,0,0.059453,0,0,0.022496,0,0.012855,0,0,0.49812,0,0.001607,0,0,0,0,0,0.014462,0,0,0.001607,0,0,0.003214,0,0.539898,0,0,0,0.043385,0.485265,0,0.006427,0,0,0,0,0,0,0,0.004821,0,0,0,0,0,0,0,0,0.040171,0,0,0,0,0,0.001607,0.417778,0,0,0,0,0,0,0.054633,0,0.017675,0.163898,0,0,0,0,0,0.287624,0,0,0,0,0,0,0,0,0,0,0,0,0.006427,0,0.012855,0,1.03159,0.004821,0,0.003214,0.001607,0,0.343863,0.041778,0,0.004821,0.080342,0,0,0,0,0,0.009641,0,0,0,0.062667,0,0,0,0.003214,0,0,0.40653,0,0.347077,0,0,0,0,0,0,0.025709,0,0.003214,0,0.004821,0,0,0,0.044991,0,0,0,0.006427,0.006427,0.009641,0,0,50.562394,0.012855,0,0,0,0.001607,0,0.024103,0,0.056239,0,0,0,0.212103,0,0,0,0.011248,0,0.011248,0,0,0,0.020889,0.017675,0,0,0,0,0,2.693062,0,0,0.154257,0.430633,0,0.361539,0.012855,0.15747,0,0,0.016068,0,0,0.001607,0,0,0,0,0.417778,0.001607,0,0.036957,0,0,0,0.012855,0,0,0.024103,0.020889,0.004821,0,7.584279,0,0.106051,0,0,0,0.012855,0,0,0,0,0,0,0,0,0,4.94585,0,0.001607,22.579297,0.006427,0,0,0.019282,0.006427,0,0,0.019282,0,0,0.004821,0,0,0,0
L7,0,0,0,0,0,0,0.045187,0.003228,0.019366,0,0.001614,0,0,0,0,0,0,0.003228,0,0,0.001614,0,0,0.001614,0.217865,0,0,0,0,0,0.001614,0,0,0,0,0.011297,0,0,0.003228,0,0,0,0,0,0.05487,0,0,0,0.071008,0.196885,0.001614,0,0.001614,0.004841,0,0.003228,0.019366,0,0,0,0,0,0,0,0.003228,0,0,0.108126,0.024207,0.027435,0,5.882353,0.008069,0,0.003228,0.003228,0,0,0,0,0.001614,0,0.001614,0,0,0,0.003228,0.008069,0,0.011297,0.004841,0.003228,0,0.001614,0,0,0.03389,0,0,0.008069,0,0,0,0,0.011297,0,0,1.826838,0,0,0,0,0,0,0.001614,1.470185,0,0,0,0,0,0.43573,0,0.710078,0,0.004841,0,0.006455,0,0,0,0,0,0.056483,0,0.006455,0,0,0,0,0,0,0,0,0,0,0,0.001614,0,0,0,0.001614,0,0.001614,0.629388,0.004841,0,0,0,0,0,0.045187,0,0.050028,0,0,0,0.004841,0,0,0.196885,0,0,0.03389,0,0,0,0,0,0,0,0,0,0,0.003228,0,0,1.699346,0,0.006455,0,0,0,1.462116,0.109739,0,0.003228,0.166223,0,0,0.422819,0,0.003228,0.003228,0,0,0,0.009683,0,0,0,0,0.216251,0,4.194303,0.025821,0.008069,0,0,0,0,0.004841,0,0,0,0,0,0.003228,0.001614,0,0,0,0.004841,0,0,0,0.004841,0.001614,0,0.001614,14.10635,0.004841,0,0,0,0,0,0.001614,0,0.106512,0,0,0.006455,2.08182,0,0,0,0,0,0.003228,0,0,0,0.014524,0.001614,0,0,0.001614,0,0.003228,0.405067,0,0,0.755265,0.340515,0,0.050028,0.006455,0.150085,0.030662,0,0.019366,0,0,0,0,0,0,0,0,0,0,0.008069,0,0,0,0,0,0.003228,0,0.148471,0.001614,0,23.077544,0,0.030662,0,0,0,0.043573,0.001614,0,0,0,0,0,0,0,0,0.03389,0,0.003228,36.985395,0,0.861777,0,0.009683,0,0.001614,0,0.004841,0.038732,0,0,0,0,0,0
L8,0,0,0,0,0,0,0.028739,0.00479,0.033529,0,0,0,0,0,0,0,0,0.01916,0,0,0,0,0,0.001597,0.403947,0,0,0,0,0,0,0,0,0,0,0.166049,0,0,0.006387,0,0,0,0,0,0.044706,0,0,0,0.140503,0.028739,0,0,0.00479,0,0,0,0,0,0,0,0.006387,0,0,0,0.011176,0,0,0.025546,0.028739,0,0,1.119236,0.031933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003193,0.011176,0,0.015966,0,0.886128,0,0.00479,0,0,0.054285,0,0,0.022353,0,0,0.006387,0,0.017563,0,0,0.357645,0,0,0,0,0,0,0,0.225125,0,0,0,0,0,0.003193,0,0.526887,0,0,0,0,0.003193,0,0,0,0,0.635458,0,0.003193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001597,0.515711,0,0,0,0,0,0,0.035126,0,0.006387,0,0,0.001597,0,0,0,0.022353,0.001597,0,0.01916,0,0,0.001597,0,0,0,0,0,0,0,0,0.001597,0,0.178822,0,0.001597,0,0.001597,0,0.408737,0.199578,0,0,0.049495,0,0,0.00479,0,0,0,0,0,0,0.006387,0,0,0,0,0.15168,0,0.582769,0.030336,0.006387,0,0,0,0,0.250671,0,0.001597,0,0,0,0,0,0,0,0,0.001597,0,0,0,0,0.012773,0,0,40.121663,0,0,0,0,0.006387,0,0.01437,0,0.038319,0,0,0,1.531166,0,0,0.001597,0,0,0.001597,0,0,0,0.015966,0,0,0,0,0,0,0.29378,0,0.001597,1.64293,0.007983,0,0.001597,0.003193,0.213948,0.036722,0,0,0,0,0,0,0,0,0,0.086218,0,0,0.001597,0,0,0,0,0,0,0.001597,0.055882,0,0,13.705454,0,0.191595,0,0,0,0.023949,0.003193,0,0,0,0,0,0,0,0,0.025546,0,0.001597,34.515902,0.006387,0.020756,0,0.036722,0,0,0,0.001597,0.011176,0,0,0,0,0,0
L9,0,0,0,0,0,0.003209,0,0.022464,1.941561,0,0,0,0,0,0,0,0,0,0,0,0.019255,0,0,0,0,0,0,0,0,0,0.028883,0.086648,0.001605,0.014441,0,0.001605,0,0,0.306478,0,0,0,0,0,0.062579,0,0,0,0.53433,0.155646,0,0,0.380289,0,0,0,0.003209,0.202179,0,0,0.085044,0,0,0,0.600119,0.057765,0,0.21662,1.121612,0,0,0.545562,0.587282,0,0,0.210202,0,0,0,0,0.266363,0,0,0,0,0,0.572841,0.267967,0,0.115531,0,0.619374,0.093067,0.685162,0,0.03851,0,0,0,0.162064,0,0,0.473356,0,0,0,0,0.155646,0,0,0,0,0,0,0,0.004814,0,0,0.001605,0,0,0,0,1.079893,0,0,0,0.274386,0.125158,0,0,0,0,0,0.251922,0,0,0,0,0.388312,0,0,0,0,0,0,0,0.022464,0,0,0,0,0.192551,0.004814,1.09273,0,0,0,0,0,0,0,0,0,0.046533,0,0,0,0,0,1.453764,0,0,0,0,0,0.022464,0,0.081834,0,0,0,0,0,0,0.019255,0,0.009628,0,0,0,0,0,0,0.187738,0,0,0,0,0,0,0,0,0,0,0,0,0.316105,0,0,0,0,0.001605,0.33857,4.391778,0,0.173296,0,0,0,0,0,0,0.014441,0,0.027278,0,0,0,0,0.041719,0.1396,0,0,0,0,0.001605,0.431636,0,0,8.022978,0,0,0,0,0,0,0.601723,0,0.29685,0,0,0.093067,0.001605,0,0.009628,0,0,0,0.226248,0,0,0,0.325733,0.006418,0,0,0,0,0,2.336291,0,0,0.603328,0.97399,0,0,0.272781,0.121949,0,0.006418,0.255131,0,0,0,0,0,0,0,0,0.155646,0.051347,0.611351,0,0,0,0,0,0,0.129972,0.062579,0.001605,0,0.519889,0,0.221434,0,0,0,0.035301,0,0.110717,0,0,0,0,0,0,0,0.487797,0,0,28.065981,0.479774,32.162513,0,0.620978,0,0,0,0.351406,0.001605,0,0,0,0,0,0
L10,0,0,0,0,0,0,0,0.010975,0.125433,0,0,0,0,0.018815,0,0,0,0,0,0,0,0,0,0.004704,0.010975,0,0,0,0.001568,0,0,0,0,0,0,0,0,0,0.010975,0,0,0,0,0.010975,0.101914,0,0,0.001568,0.015679,0.025087,0,0,0.001568,0,0,0,0.00784,0,0,0,0.003136,0,0,0.175606,0.025087,0,0,0.031358,0.062717,0.006272,0,0.522115,0.139544,0,0.003136,0.020383,0,0,0,0,0.004704,0,0,0,0,0,0.001568,0.329262,0,0.004704,0,38.268082,0.004704,0.010975,0,0,0.054877,0,0,0.026655,0,0,0.050173,0,0.001568,0,0,0.048605,0,0,0,0,0,0,0,0.015679,0,0,0,0,0,0.010975,0,0.266545,0,0,0.001568,0.061149,0.039198,0,0.003136,0,0,0.015679,0.017247,0.015679,0,0,0,0.012543,0,0,0,0,0,0,0,0,0,0,0,0.001568,0,0.018815,0.181878,0.003136,0,0,0,0,0,0.004704,0,0.015679,0.001568,0.006272,0,0,0,0,0.156791,0,0,0,0,0,0.004704,0.001568,0,0,0,0,0,0,0,0.014111,0,0.11289,0,0.003136,0.020383,0,0,0.058013,0.424905,0,0,0.014111,0,0,3.323978,0,0,0.014111,0,0,0,0.054877,0,0.004704,0,0,0.153656,0.023519,3.915082,0,0.00784,0,0,0,0,0.017247,0,0.001568,0,0,0,0,0,0,0,0.003136,0.020383,0,0,0,0.00784,0.017247,0,0,1.605544,0,0,0,0,0.001568,0,0.03763,0,0.086235,0,0.010975,0.028222,0.14268,0.003136,0,0.001568,0,0,0.004704,0,0,0,0.439016,0.003136,0,0,0.003136,0,0.003136,0.376299,0,0,1.324888,0.026655,0,0,0.026655,0.015679,0.039198,0.009407,0.020383,0,0,0.006272,0,0,0,0,0.015679,0.001568,0,0.031358,0,0,0,0,0,0,0.009407,0,0.001568,0,1.084997,0,0.018815,0,0,0,0.073692,0.015679,0,0,0,0,0,0,0,0.003136,0.081532,0,0.015679,32.178303,0.056445,12.866304,0,0.02979,0,0,0,0.031358,0.051741,0,0,0,0,0,0.004704
L11,0,0,0,0,0,0.020331,0,0.053173,0.208001,0,0,0,0,0,0,0,0,0,0,0.004692,0.004692,0,0,0.004692,0,0.021895,0,0,0,0,0,0,0,0,0,0,0,0,0.059429,0,0,0,0,0,0.003128,0,0,0,0.032842,0.00782,0,0,0.010947,0,0,0,0.001564,0.031278,0,0,0.003128,0,0,0,0.015639,0.012511,0,0,0.228332,0,0,2.707141,0.018767,0,0,0.065685,0,0,0,0,0.001564,0,0.023459,0,0,0,0,0.026587,0,0.00782,0,0.656845,0,0.010947,0,0,0,0,0,0.050045,0,0,0.111038,0,0,0,0,0.029714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003128,0,0.156392,0,0.009384,0,0.062557,0.009384,0,0.015639,0,0,0.014075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042226,0.236152,0,0,0,0,0,0,0,0,0.014075,0.003128,0,0,0,0,0,0.057865,0.017203,0,0,1.237059,0,0.004692,0,0,0,0,0,0,0,0,0.00782,0.001564,0.001564,0,0.020331,0,0,0,0.07976,0.126677,0,0,0,0,0,1.050952,0,0,0,0,0,0,0.397235,0.004692,0,0,0,0,0,1.518564,0,0.003128,0,0,0,0.009384,0,0,0.001564,0,0,0,0,0,0,0,0.029714,0,0,0,0,0.014075,0.028151,0,0,0.226768,0,0,0,0,0,0,0.023459,0,0.111038,0,0,0.028151,0,0.00782,0,0.006256,0.001564,0.003128,0.031278,0,0,0,0.025023,0.001564,0,0,0,0,0,0.139189,0,0,3.120015,0.009384,0,0.001564,0.128241,0,0,0.040662,0.012511,0,0,0,0,0,0,0,0.001564,0,0,0.053173,0.006256,0,0,0,0,0,0,0,0,0,0.057865,0,0.001564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012511,0,0,5.490914,0.029714,80.501079,0,0.134497,0,0,0,0.093835,0.059429,0,0,0,0.028151,0,0
L12,0,0,0,0,0,0.004864,0,0.001621,0.129704,0,0.003243,0,0.004864,0,0,0,0,0,0,0.001621,0.008106,0,0.001621,0,0,0,0,0,0.001621,0,0.001621,0,0,0,0,0,0.001621,0,0.038911,0,0,0,0,0,0.108627,0,0,0,0.006485,0.011349,0,0,0.011349,0,0,0,0.014592,0,0,0,0.017834,0,0,0,0.022698,0,0,0.134568,0.11187,0.006485,0,17.959111,0,0,0,0.003243,0,0,0,0,0,0,0.001621,0,0,0,0,0.095657,0,0.011349,0,0.004864,0.092414,0.008106,0,0,0.022698,0,0,0.048639,0,0,0.027562,0.024319,0,0,0,0,0,0,0,0,0,0.004864,0,0,0,0,0,0,0,0.001621,0,1.465653,0,0.008106,0,0.272378,0.029183,0,0,0,0,0,0.003243,0,0,0,0,0,0,0,0.004864,0,0,0,0,0,0,0,0,0,0,0,1.522398,0.016213,0,0,0,0,0,0.004864,0,0.179964,0,0,0,0,0,0,0.682566,0.077822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01297,0,0.573939,0,0.006485,0.016213,0.001621,0,0,0.500981,0,0,0,0,0,3.920297,0,0,0,0,0,0,0.055124,0,0.004864,0,0,0.082686,0.004864,2.208207,0,0.009728,0,0,0,0,0,0,0.004864,0,0,0,0.048639,0,0,0,0,0.006485,0,0,0,0,0.021077,0,0,0.440993,0,0,0,0,0.001621,0,0.01297,0,0.330745,0,0,0.009728,0.003243,0,0,0,0,0,0.019456,0,0,0,0.084307,0.009728,0,0,0,0,0,2.34926,0.004864,0,6.478704,0.531786,0,0.001621,0.01297,0.011349,0,0.006485,0.076201,0,0,0.001621,0,0,0,0,0.019456,0.003243,0.004864,0.034047,0,0,0,0,0,0,0.016213,0,0.016213,0,0.604744,0,0.017834,0,0,0,0.129704,0,0,0,0,0,0,0,0,0,0.07458,0,0.040532,38.859255,0.022698,18.734091,0,0.12484,0,0,0,0.029183,0.183207,0,0,0,0,0,0
L13,0,0,0,0,0,0,0,0.003227,0.088753,0,0,0,0,0,0,0,0,0.004841,0,0,0.009682,0,0,0,0.001614,0,0,0,0,0,0.025819,0,0,0,0,0,0.001614,0,0.003227,0,0,0,0,0.009682,0.080684,0,0,0.011296,0.037115,0.001614,0.008068,0,0.020978,0.012909,0,0,0.003227,0.006455,0,0,0.003227,0,0,0,0.006455,0.003227,0,0.093594,0.025819,0,0,0.267872,0,0,0,0.003227,0,0,0,0,0,0,0,0,0,0.008068,0.004841,0.029046,0,0.001614,0,0.511538,0.006455,0.001614,0,0,0.004841,0,0,0.003227,0,0,0.006455,0.037115,0.004841,0,0,0.256576,0.011296,0,0,0,0,0.001614,0,1.003711,0,0,0,0,0,0.03066,0,2.260771,0,0.003227,0,0.103276,0.001614,0,0,0.001614,0,0,0,0.017751,0,0.003227,0,0.001614,0,0,0,0,0,0,0,0,0,0,0,0.001614,0.003227,0,2.552848,0,0,0,0,0,0,0.040342,0,0.069388,0.003227,0,0,0.082298,0,0,1.644344,0.116185,0,0.003227,0,0,0.006455,0.003227,0,0,0,0,0,0,0,0.001614,0.003227,0.111344,0,0.004841,0.003227,0,0,0.004841,1.189285,0,0,0.009682,0,0,3.269324,0,0.001614,0.009682,0,0,0,0.020978,0,0,0,0,0.100048,0,3.333871,0,0.003227,0,0,0,0,0.017751,0,0,0,0,0,0.016137,0,0,0,0.009682,0.012909,0.003227,0,0,0.001614,0.009682,0,0,0.3066,0,0,0,0,0,0,0.003227,0,0.426013,0,0,0,0.127481,0.001614,0,0,0.014523,0,0.003227,0,0,0,0.077457,0.040342,0,0,0,0,0,0.327578,0,0,7.059868,1.063418,0.003227,0.001614,0.003227,0,0.041956,0,0.109731,0,0,0.011296,0,0,0,0,0.001614,0.003227,0,0.027433,0,0,0,0,0,0.001614,0.001614,0,0.006455,0,0.161368,0,0.004841,0,0,0,0.154914,0,0,0,0,0,0,0,0,0,0.017751,0,0.075843,46.298209,0.009682,25.839923,0,0.014523,0,0,0,0.011296,0.032274,0,0,0,0,0,0
